255,5,153,招牌、布告板,signboard;sign,#FF0599
6,51,255,五斗橱、柜子、梳妆台、碗柜,chest of drawers;chest;bureau;dresser,#0633FF
235,12,255,柜台,counter,#EB0CFF
160,150,20,沙漠、沙堆,sand,#A09614
0,163,255,水槽、水池、洼地,sink,#00A3FF
140,140,140,摩天大楼,skyscraper,#8C8C8C
250,10,15,壁炉、火炉,fireplace;hearth;open;fireplace,#FA0A0F
20,255,0,冰箱,refrigerator;icebox,#14FF00
31,255,0,看台,grandstand;covered;stand,#1FFF00
255,31,0,小径、小道,path,#FF1F00
255,224,0,楼梯、踏步,stairs;steps,#FFE000
153,255,0,飞机跑道、T台,runway,#99FF00
0,0,255,陈列橱窗、玻璃橱窗,case;display;case;showcase;vitrine,#0000FF
255,71,0,台球桌、斯诺克桌,pool;table;billiard;table;snooker;table,#FF4700
0,235,255,枕头,pillow,#00EBFF
0,173,255,纱窗、屏幕,screen;door;screen,#00ADFF
31,0,255,楼梯、楼梯间,stairway;staircase,#1F00FF
11,200,200,河,river,#0BC8C8
255,82,0,桥,bridge;span,#FF5200
0,255,245,书架,bookcase,#00FFF5
0,61,255,百叶窗、屏风,blind;screen,#003DFF
0,255,112,咖啡桌、鸡尾酒桌,coffee;table;cocktail;table,#00FF70
0,255,133,卫生间、便池、坑位、马桶,toilet;can;commode;crapper;pot;potty;stool;throne,#00FF85
255,0,0,花,flower,#FF0000
255,163,0,书,book,#FFA300
255,102,0,山丘、小山、土堆,hill,#FF6600
194,255,0,板凳、长椅,bench,#C2FF00
0,143,255,工作台,countertop,#008FFF
51,255,0,烹饪炉、厨房,stove;kitchen;stove;range;kitchen;range;cooking stove,#33FF00
0,82,255,棕榈树,palm;palm tree,#0052FF
0,255,41,厨房中岛,kitchen island,#00FF29
0,255,173,电脑、电脑设备,computer;computing;machine;computing device;data;processor;electronic;computer;information;processing;system,#00FFAD
10,0,255,转椅,swivel chair,#0A00FF
173,255,0,小船、轮船,boat,#ADFF00
0,255,153,酒吧,bar,#00FF99
255,92,0,街机、游戏机,arcade machine,#FF5C00
255,0,255,小屋、棚屋、简陋的小屋,hovel;hut;hutch;shack;shanty,#FF00FF
255,0,245,公交车、客车、巴士,bus;autobus;coach;charabanc;double-decker;jitney;motorbus;motorcoach;omnibus;passenger;vehicle,#FF00F5
255,0,102,毛巾,towel,#FF0066
255,173,0,光、光源,light;light source,#FFAD00
255,0,20,卡车、货车,truck;motortruck,#FF0014
255,184,184,塔,tower,#FFB8B8
0,31,255,吊灯,chandelier;pendant;pendent,#001FFF
0,255,61,遮阳蓬、遮阳伞,awning;sunshade;sunblind,#00FF3D
0,71,255,路灯,streetlight;street;lamp,#0047FF
255,0,204,展台、小隔间、货摊,booth;cubicle;stall;kiosk,#FF00CC
0,255,194,电视,television;television;receiver;television;set;tv;tv;set;idiot;box;boob;tube;telly;goggle;box,#00FFC2
0,255,82,飞机,airplane;aeroplane;plane,#00FF52
0,10,255,尘土、灰尘、泥土、小道,dirt;track,#000AFF
0,112,255,服装、衣服,apparel;wearing;apparel;dress;clothes,#0070FF
51,0,255,杆子、柱子,pole,#3300FF
0,194,255,土地,land;ground;soil,#00C2FF
0,122,255,栏杆、扶手,bannister;banister;balustrade;balusters;handrail,#007AFF
0,255,163,自动扶梯、扶梯,escalator;moving;staircase;moving;stairway,#00FFA3
255,153,0,蒲团、坐垫,ottoman;pouf;pouffe;puff;hassock,#FF9900
0,255,10,瓶子,bottle,#00FF0A
255,112,0,自助餐、餐具柜,buffet;counter;sideboard,#FF7000
143,255,0,海报、张贴画,poster;posting;placard;notice;bill card,#8FFF00
82,0,255,舞台,stage,#5200FF
163,255,0,小型货车、面包车,van,#A3FF00
255,235,0,大船,ship,#FFEB00
8,184,170,喷泉,fountain,#08B8AA
133,0,255,输送机、运输车,conveyer;belt;conveyor;belt;conveyer;conveyor;transporter,#8500FF
0,255,92,顶棚,canopy,#00FF5C
184,0,255,洗衣机,washer;automatic;washer;washing;machine,#B800FF
255,0,31,玩具,plaything;toy,#FF001F
0,184,255,游泳池、游泳馆,swimming;pool;swimming;bath;natatorium,#00B8FF
0,214,255,凳子,stool,#00D6FF
255,0,112,桶,barrel;cask,#FF0070
92,255,0,篮子、提篮,basket;handbasket,#5CFF00
0,224,255,瀑布,waterfall;falls,#00E0FF
112,224,255,帐篷、避难所,tent;collapsible;shelter,#70E0FF
70,184,160,袋子,bag,#46B8A0
163,0,255,小型机车、摩托车,minibike;motorbike,#A300FF
153,0,255,摇篮,cradle,#9900FF
71,255,0,烤箱,oven,#47FF00
255,0,163,球,ball,#FF00A3
255,204,0,食物,food;solid;food,#FFCC00
255,0,143,楼梯、台阶,step;stair,#FF008F
0,255,235,水箱、蓄水池,tank;storage;tank,#00FFEB
133,255,0,商标、品牌,trade;name;brand;name;brand;marque,#85FF00
255,0,235,微波炉,microwave;microwave;oven,#FF00EB
245,0,255,花盆,pot;flowerpot,#F500FF
255,0,122,动物、牲畜,animal;animate;being;beast;brute;creature;fauna,#FF007A
255,245,0,自行车,bicycle;bike;wheel;cycle,#FFF500
10,190,212,湖,lake,#0ABED4
214,255,0,洗碗机,dishwasher;dish;washer;dishwashing;machine,#D6FF00
0,204,255,屏幕、投影屏幕,screen;silver;screen;projection;screen,#00CCFF
20,0,255,小毯子,blanket;cover,#1400FF
255,255,0,雕塑,sculpture,#FFFF00
0,153,255,罩子、排气罩,hood;exhaust;hood,#0099FF
0,41,255,壁灯,sconce,#0029FF
0,255,204,花瓶,vase,#00FFCC
41,0,255,交通信号灯,traffic;light;traffic;signal;stoplight,#2900FF
41,255,0,托盘,tray,#29FF00
173,0,255,垃圾桶、烟灰缸,ashcan;trash;can;garbage;can;wastebin;ash;bin;ash-bin;ashbin;dustbin;trash;barrel;trash;bin,#AD00FF
0,245,255,风扇、扇子,fan,#00F5FF
71,0,255,码头、栈桥、船坞,pier;wharf;wharfage;dock,#4700FF
122,0,255,显示器屏幕、荧光屏显示器,crt screen,#7A00FF
0,255,184,盘子、碟子,plate,#00FFB8
0,92,255,监视器、监控设备,monitor;monitoring;device,#005CFF
184,255,0,公告栏、布告栏,bulletin;board;notice;board,#B8FF00
0,133,255,淋浴间、花洒,shower,#0085FF
255,214,0,暖气片、散热器,radiator,#FFD600
25,194,194,玻璃、玻璃杯、玻璃制品,glass;drinking glass,#19C2C2
102,255,0,钟、时钟,clock,#66FF00
92,0,255,旗子、旗帜,flag,#5C00FF
